Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
827523,Northanger Abbey,Jane Austen,"Austen, Jane",,"=""0140620753""","=""9780140620757""",4,3.83,Penguin,Paperback,236,1994,1818,2019/07/05,2019/06/27,"adapted-to-tv-movie, classics, college-library, contemporary, family, friendship, really-liked-it, romance-lovey-dovey, verging-on-five-stars, writing-to-die-for","adapted-to-tv-movie (#27), classics (#43), college-library (#7), contemporary (#105), family (#34), friendship (#9), really-liked-it (#118), romance-lovey-dovey (#135), verging-on-five-stars (#17), writing-to-die-for (#26)",read,"One more book down in my venture of becoming a lifelong fan of Jane Austen. <br/><br/>Northanger Abbey is an amazing satire that delves deep into cultural criticism and the perception of human mind on all things surrounding them. It also shows the author’s own skeptical beliefs on making a living as a writer, firmly establishing how all forms of literature are valid and worthy of being read.<br/><br/>The characters themselves go through amazing development from start to finish. Each of them signify a very different aspect of human nature; I can be pretty sure that had it not been Austen writing them, the characters would have fallen short as flat and one-dimensional, but no, she has a very peculiar way of breathing life into them. I dearly loved Catherine Morland, and the Tilney siblings were my favorite. The descriptions of Bath, and the simple conversations between the characters, the dialogues, and the way Austen talks about books and defends Gothic literature, was lovely. I really appreciate how Austen speaks on these topics given the time and circumstances that this book was written in. Plus, Catherine is a huge reader! (but I have zero idea about those authors she talks of :3 )<br/><br/>The book wasn’t at par with Pride and Prejudice for me, but I see no reason to rate it any less. If this book doesn’t take you back into the era of Pump Rooms, horse carriages and Abbeys posing as homes, I don’t know what will.<br/><br/>Ugh I really wish there was a half-star rating system because 4 star is too little and 5 star doesn't reflect my feelings for it accurately. <br/><br/><b>4.5 stars",,June 30 to july 5,1,,,0,,,,,
55542257,Rekiya and Z,Muti'ah Badruddeen,"Badruddeen, Muti'ah",,"=""""","=""9781664131439""",5,4.73,Xlibris US,Paperback,292,2020,,2020/12/11,2020/12/10,"2020, abuse, blog-tour, characters-that-hold-my-heart, contemporary, e-n-d-i-n-g, family, favorite-moms, friendship, muslim-protagonist, new-places, poc-rep, really-liked-it","2020 (#9), abuse (#5), blog-tour (#2), characters-that-hold-my-heart (#46), contemporary (#138), e-n-d-i-n-g (#24), family (#58), favorite-moms (#18), friendship (#28), muslim-protagonist (#22), new-places (#36), poc-rep (#18), really-liked-it (#138)",read,"<b>Some books rally on your heart, some books tear at it, and some other books just bowl you over into a new universe you knew existed, but was yet to visit. </b>Rekiya & Z was one such book for me. <br/><br/>Set in Nigeria, this book depicts the lives of two women - Rekiya and Zaynoona - two teenage girls who became friends due to their mutual understanding of each others’ pains. With time, both of them grow apart and go their separate ways. The strong bond they shared during their early years has turned into a feeble friendship, but is once again put to test when Zaynoona’s mother dies.<b> This is a story of friendship, recovery, and discovering oneself while learning to live with the past.</b><br/><b><br/>My emotions while reading this book can easily be represented as an exponential graph.</b> In the initial stage when you get to know the characters, I was kinda detached to them, especially Rekiya, who had more of a ‘tell-not-show’ kinda arc. There are so many references of her past that we aren’t aware of, which made it difficult to connect to her emotionally. On the other hand, Zaynoonah’s character was lovely right from the beginning. Z’s mom was adorable. The bonding in their family despite their conservatism was commendable. <br/><br/>Through the two main characters, we get to see two different hemispheres of humanity - the rich who has seen suffering, and the middle-class who doesn’t realize the privilege of their loving family.<b> The buildup of the storyline was crafted so beautifully that when it finally hits you what it has been telling you all along, the blow is severe.</b> I could relate so much to Zaynoonah’s understanding of Rekiya’s trauma, how she reflects upon her undramatic life, and how she realizes the importance of not taking everything for granted. Rekiya’s story was so easy to sympathize with once the realization hits.<br/><br/>I also loved how we were taken through Nigerian cities so graciously, describing the nature and culture of the people, and the Islamic traditions (which aren’t very different from ours btw) among practicing and non-practicing Muslims. <b>The representation was spot-on and natural,</b> at times I forgot I was supposed to take notes of the representation because everything was perfectly captured.<br/><br/>I can be nitpicky and say that the only thing I felt a bit lacking was Rekiya’s healing process.<b> Her recovery from trauma, and her discovering religion was a bit quick. </b>I would have loved a deeper exploration of what attracted her to Islam, and why she found solace in religion after so many years of not practicing. Although,<b> the Hajj and Umrah descriptions were absolutely phenomenal, and undoubtedly my favorite part of the book. </b>I think those few pages beautifully captured the deepest desire of every Muslim soul.<br/><br/>Towards the end, the characters simply grow on you.<b> I found myself thinking what a particular character would say and think in a scene they weren’t present in - </b>and I think that is the biggest compliment I could give the author. Still, the ENDING will shook you. I certainly wasn’t prepared, but I can’t think of any other way I’d have liked it to end. <br/><b><br/>This book emphasizes normality in terms of religion, mental health, marriage, and healing, all the while allowing you to glimpse the lifestyle of Nigerian Muslims. </b><br/><br/>It was one of a kind reading experience for me, and I’m sure it would be for you too. Absolutely recommend it!<br/>",,,1,,,0,,,,,
45894170,The Beauty of Your Face,Sahar Mustafah,"Mustafah, Sahar",,"=""1324003383""","=""9781324003380""",4,4.20,W. W. Norton  Company,Hardcover,312,2020,2020,2020/12/10,2020/10/21,"2020, books-i-own, contemporary, family, favorite-siblings, islamic, meh-writing, poc-rep, really-liked-it, recommended-by-friends","2020 (#8), books-i-own (#43), contemporary (#137), family (#57), favorite-siblings (#15), islamic (#7), meh-writing (#3), poc-rep (#17), really-liked-it (#137), recommended-by-friends (#10)",read,,,,1,,,0,,,,,
34612651,The Poison of Love,K.R.  Meera,"Meera, K.R.",,"=""""","=""""",3,3.68,,Hardcover,176,,2010,2020/12/10,2020/11/06,"books-i-own, chick-lit, contemporary, e-n-d-i-n-g, family, indian-author-books, liked-it-but-i-am-not-sure, real-problems","books-i-own (#42), chick-lit (#73), contemporary (#136), e-n-d-i-n-g (#23), family (#56), indian-author-books (#70), liked-it-but-i-am-not-sure (#92), real-problems (#6)",read,,,,1,,,0,,,,,
36335287,Always With You,Hannah  Ellis,"Ellis, Hannah",,"=""""","=""9781974436392""",0,4.53,,Paperback,376,2017,2017,,2017/10/11,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
1184484,Wise and Otherwise,Sudha Murty,"Murty, Sudha",,"=""0143062220""","=""9780143062226""",0,3.98,Penguin India,Paperback,220,2006,2006,,2020/11/06,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""0451529308""","=""9780451529305""",5,4.10,Signet Classics,Paperback,449,2004,1868,,2020/11/06,,,read,,,,1,,,0,,,,,
36222611,"Aru Shah and the End of Time (Pandava Quartet, #1)",Roshani Chokshi,"Chokshi, Roshani",,"=""1368012353""","=""9781368012355""",0,4.09,Rick Riordan Presents,Hardcover,355,2018,2018,,2020/10/25,lost-interest,lost-interest (#7),lost-interest,,,,0,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",3,4.32,Scribner,Hardcover,531,2014,2014,2020/11/02,2020/08/17,"books-i-own, family, favorite-dads, friendship, historical-fiction, liked-it-but-i-am-not-sure, loved-the-protagonist, new-places, young-adult","books-i-own (#41), family (#55), favorite-dads (#11), friendship (#27), historical-fiction (#24), liked-it-but-i-am-not-sure (#91), loved-the-protagonist (#60), new-places (#35), young-adult (#214)",read,,,,1,,,0,,,,,
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.05,William Morrow,Hardcover,373,2020,2020,,2020/10/29,to-read,to-read (#779),to-read,,,,0,,,0,,,,,
50772888,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,"=""1982126809""","=""9781982126803""",0,4.12,Simon & Schuster,Hardcover,352,2020,2020,,2020/10/29,to-read,to-read (#778),to-read,,,,0,,,0,,,,,
36492488,"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,"Faizal, Hafsah",,"=""0374311544""","=""9780374311544""",4,3.90,"Farrar, Straus and Giroux",Hardcover,472,2019,2019,2020/10/22,2020/10/11,"2019, adventure, books-i-own, books-in-series, characters-that-hold-my-heart, could-have-been-better, diverse, family, fantasy, favorite-siblings, friendship, liked-it-but-i-am-not-sure, made-me-cry, otp, poc-rep, romance-lovey-dovey, spiralling-downward, writing-to-die-for","2019 (#20), adventure (#51), books-i-own (#40), books-in-series (#110), characters-that-hold-my-heart (#45), could-have-been-better (#61), diverse (#2), family (#54), fantasy (#53), favorite-siblings (#14), friendship (#26), liked-it-but-i-am-not-sure (#90), made-me-cry (#62), otp (#4), poc-rep (#16), romance-lovey-dovey (#158), spiralling-downward (#14), writing-to-die-for (#34)",read,,,,1,,,0,,,,,
41717246,Don't Date Rosa Santos,Nina Moreno,"Moreno, Nina",,"=""1368039707""","=""9781368039703""",2,3.86,"Little, Brown Books for Young Readers",Hardcover,336,2019,2019,2020/10/13,2020/09/13,"audiobooks, chick-lit, contemporary, could-have-been-better, diverse, family, i-didnt-get-the-point, liked-it-but-i-am-not-sure, meh-writing, romance-lovey-dovey, young-adult","audiobooks (#22), chick-lit (#72), contemporary (#135), could-have-been-better (#60), diverse (#1), family (#53), i-didnt-get-the-point (#72), liked-it-but-i-am-not-sure (#89), meh-writing (#2), romance-lovey-dovey (#157), young-adult (#213)",read,,,,1,,,0,,,,,
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",1,4.04,Del Rey Books,Hardcover,336,2020,2020,,2020/10/09,never-ever,never-ever (#6),never-ever,,,,1,,,0,,,,,
50160619,You Should See Me in a Crown,Leah  Johnson,"Johnson, Leah",,"=""""","=""""",3,4.21,Scholastic Press,Hardcover,336,2020,2020,2020/09/15,2020/09/13,"2020, audiobooks, contemporary, could-have-been-better, family, friendship, lgbt, liked-it-but-i-am-not-sure, poc-rep, romance-lovey-dovey, young-adult","2020 (#7), audiobooks (#21), contemporary (#134), could-have-been-better (#59), family (#52), friendship (#25), lgbt (#15), liked-it-but-i-am-not-sure (#88), poc-rep (#15), romance-lovey-dovey (#156), young-adult (#212)",read,,,,1,,,0,,,,,
14760312,Cobalt Blue ,Sachin Kundalkar,"Kundalkar, Sachin",Jerry Pinto,"=""8174865381""","=""9788174865380""",0,4.03,Hamish Hamilton,Hardcover,224,2013,2006,,2017/06/22,lost-interest,lost-interest (#6),lost-interest,,,,0,,,0,,,,,
3348596,Ten Things I Hate About Me,Randa Abdel-Fattah,"Abdel-Fattah, Randa",,"=""0545050553""","=""9780545050555""",5,3.60,Orchard Books,Hardcover,304,2009,2006,2020/04/01,2020/08/23,"all-time-favourites, books-i-own, contemporary, family, favorite-dads, favorite-siblings, islamic, loved-the-protagonist, made-me-cry, poc-rep, really-liked-it, muslim-protagonist, why-no-hype, young-adult","all-time-favourites (#34), books-i-own (#39), contemporary (#133), family (#51), favorite-dads (#10), favorite-siblings (#13), islamic (#6), loved-the-protagonist (#59), made-me-cry (#61), poc-rep (#14), really-liked-it (#136), muslim-protagonist (#21), why-no-hype (#44), young-adult (#211)",read,,,,1,,,0,,,,,
50045346,The Sky is Mine,Amy Beashel,"Beashel, Amy",,"=""1786075555""","=""9781786075550""",3,3.96,Rock the Boat,Paperback,304,2020,2020,2020/02/27,2020/01/07,"2020, abuse, contemporary, drama-overloaded, family, young-adult","2020 (#6), abuse (#4), contemporary (#132), drama-overloaded (#45), family (#50), young-adult (#210)",read,"This book was hard to get through, but it is extremely important. Honestly, the first few chapters were hard. It was brutal, and gruesome to read about rape in a way that made the victim feel like it was her fault. Basically, sex with partial consent due to bullying/threatening. TW: Rape, bullying, domestic violence - a bit graphical.<br/><br/>Jacob, Izzy's classmate, has been threatening her with photos taken inappropriately at a party they were at. This leads to her agreeing to go over to his place so he would keep the photos a secret. Meanwhile, her best friend is spending too much time with her girlfriend which makes Izzy feel more lonely. At the same time, her stepdad is a monster in a George Clooney disguise. Soon Izzy finds that the spiral is out of control. Coming out of it seems almost impossible to her. <br/><br/>Like I said, it was difficult in the start, and Izzy's character was a bit intimidating. We don't get to know much about her at first except that she's being raped and that she thinks it's her fault. The slow growth eventually blows to an exceptionally beautiful character development, unexpected twists and some lovely bonding. Izzy was easy to sympathise, but not that easy to love. She is constantly pissed at her Mom for not standing up for her. She's always jealous of her best friend's girlfriend for stealing their time together. And the one boy who actually decided to help her about the Jacob issue, she pushes him away and barely acknowledges his effort. But all these little flaws helped make her a very realistic person by the end. The author tries to show us that it was okay to have insecurities, that having strong emotions is normal. Also, it's been a long time since I've read about such strong friendship as Grace and Izzy's. I loved how verbal they were, how open about their feelings. The relationship with her Mom was complicated, but touching and profound. Harry though, his character stole the show even with the short time he was introduced for. <br/><br/>All in all, I think this book is a must read for all. Girls, you get to learn about victim-shaming, and boys, you gotta understand proper consent. Such a beautiful debut for Amy Beashel.",,,1,,,0,,,,,
20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,"Han, Jenny",,"=""144242673X""","=""9781442426733""",5,4.09,Simon & Schuster Books for Young Readers,Hardcover,337,2015,2015,2017/06/12,2016/06/02,"chick-lit, contemporary, romance-lovey-dovey, young-adult, really-liked-it, school-boarding-genres, hopefully-more-to-come, i-need-a-movie, books-in-series, characters-that-hold-my-heart, books-i-own, all-time-favourites","chick-lit (#17), contemporary (#10), romance-lovey-dovey (#34), young-adult (#47), really-liked-it (#41), school-boarding-genres (#19), hopefully-more-to-come (#2), i-need-a-movie (#2), books-in-series (#1), characters-that-hold-my-heart (#5), books-i-own (#27), all-time-favourites (#33)",read,Rereading it for the third time makes me see just how childish Lara Jean is but I like how she's the 'late-bloomer' and how the book discusses just how normal and okay it is to be that way. <br/><br/>I Love This Book Regardless. ,,,3,,,0,,,,,
